"03161902EHSI,52702,2,43540,43540,Pickup,277741PI,Nissan,Frontier,2017,64710,21993.4"
"03161902LQMW,52663,2,43540,43541,SUV,275264SU,GMC,Acadia,2016,23282,34100"
"03161902VCWG,52898,2,43540,43544,Coupe,279587CO,BMW,4-Series,2019,2694,49390"
"03161902VOMH,52464,2,43540,43542,SUV,281124SU,Toyota,Highlander,2017,53684,37125"
"03161902YPWF,52372,2,43540,43540,Sedan,280061SE,Subaru,Legacy,2018,15482,21824"
"03161903EFNC,52777,3,43540,43545,Sedan,376913SE,BMW,3 Series,2016,39540,22617.1"
"03161903NDBR,52971,3,43540,43542,Sedan,380143SE,Lexus,ES,2017,35402,30800"
"03161903RUOH,52682,3,43540,43540,SUV,375653SU,Ford,Escape,2016,43238,18700"
"03161904BZHF,52747,4,43540,43541,Coupe,476500CO,INFINITI,G37,2015,33194,21982.4"
"03161904POUF,52666,4,43540,43542,Pickup,479765PI,Ford,F-150,2015,77308,28270"
"03161904WWOC,52417,4,43540,43541,Sedan,481477SE,Mercedes-Benz,C-Class,2019,6709,44486.2"
"03161904YSXE,52951,4,43540,43542,Sedan,479087SE,Dodge,Dart,2017,44377,12954.7"
"03161904ZHZT,52747,4,43540,43543,SUV,484864SU,Jeep,Cherokee,2016,46950,20894.5"
"03171901CRJM,52443,1,43541,43545,Sedan,177676SE,Honda,Civic,2019,1874,23262.8"
"03171901GWDA,52693,1,43541,43546,SUV,179488SU,Dodge,Durango,2018,29667,30772.5"
"03171901TMFY,52669,1,43541,43545,Sedan,176534SE,Toyota,Corolla,2018,55058,14949"
"03171902MMVE,52481,2,43541,43545,Sedan,278894SE,Kia,Forte,2019,4510,15400"
"03171902NKJL,52413,2,43541,43541,Sedan,281640SE,Mercedes-Benz,E-Class,2019,6640,54450"
"03171903EKEU,52777,3,43541,43542,SUV,380306SU,Ford,Escape,2016,54051,12636.8"
"03171903FMEG,52971,3,43541,43544,SUV,381203SU,Cadillac,SRX,2018,23787,36285.7"
"03171903GVOJ,52806,3,43541,43543,Coupe,379721CO,Ford,Mustang,2014,95452,13402.4"
"03171903IONY,52879,3,43541,43544,SUV,381390SU,Buick,Enclave,2019,20942,34650"
"03171903KFYS,52995,3,43541,43541,Sedan,375698SE,Nissan,Maxima,2018,23217,28462.5"
"03171903MYMT,52857,3,43541,43544,Sedan,376092SE,Subaru,Impreza,2014,84624,16604.5"
"03171904AZQI,52930,4,43541,43542,Pickup,483774PI,GMC,Sierra,2016,139863,25294.5"
"03171904BXYJ,52747,4,43541,43541,Pickup,476237PI,Ford,F-150,2015,105602,28470.2"
"03171904CFWU,52951,4,43541,43545,Sedan,476437SE,Ford,Focus,2016,13794,15394.5"
"03171904CGGU,52959,4,43541,43546,SUV,476938SU,GMC,Acadia,2019,23559,35194.5"
"03171904OIQJ,52930,4,43541,43543,Sedan,476754SE,Nissan,Sentra,2014,91612,8794.5"
"03171904TYJF,52666,4,43541,43542,Sedan,483887SE,Cadillac,CTS,2014,78350,20670.1"
"03171904UFTU,52596,4,43541,43546,SUV,479634SU,Jeep,Wrangler,2014,77489,34098.9"
"03171904XYCN,52417,4,43541,43541,Coupe,476512CO,Dodge,Challenger,2015,58979,22920.7"
"03181901HQXP,52608,1,43542,43543,SUV,178596SU,Kia,Soul,2018,39186,15284.5"
"03181902NXNZ,52613,2,43542,43543,Sedan,281611SE,Toyota,Camry,2018,43132,16500"
"03181902XZXU,52464,2,43542,43543,Sedan,281402SE,Toyota,Avalon,2015,33276,18694.5"
"03181902YVQK,52372,2,43542,43545,Sedan,282348SE,Honda,Fit,2017,25597,14274.7"
"03181903KEZI,52995,3,43542,43543,SUV,380285SU,Volkswagen,Tiguan,2016,23851,16908.1"
"03181903KSXM,52806,3,43542,43544,SUV,378938SU,Chevrolet,Tahoe,2017,74416,41151"
"03181903POPD,52471,3,43542,43545,Sedan,379121SE,Volkswagen,Jetta,2016,42444,11275"
"03181903QZFT,52995,3,43542,43543,Sedan,376924SE,Mercedes-Benz,E-Class,2018,154,54656.8"
"03181903TUKZ,52777,3,43542,43544,Sedan,380974SE,Nissan,Maxima,2014,73244,15950"
"03181904CHXK,52417,4,43542,43547,Sedan,479420SE,Lexus,GX,2014,93284,26390.1"
"03181904JVBB,52943,4,43542,43543,Sedan,477353SE,Subaru,Legacy,2014,56660,13172.5"
"03181904KVFK,52943,4,43542,43547,Sedan,479030SE,Mercedes-Benz,E-Class,2018,14969,36298.9"
"03181904RJDZ,52930,4,43542,43544,Sedan,480538SE,Honda,Civic,2016,31257,13695"
"03191901AMQS,52558,1,43543,43546,Pickup,182573PI,Ford,F-150,2019,4621,45094.5"
"03191901BVWA,52860,1,43543,43543,Pickup,184527PI,Nissan,Frontier,2017,36507,24750"
"03191901FSFN,52636,1,43543,43546,SUV,176519SU,Chevrolet,Equinox,2014,91051,12646.7"
"03191901FXZT,52636,1,43543,43548,Sedan,181251SE,Honda,Accord,2018,17197,23100"
"03191901WIWW,52620,1,43543,43544,Pickup,180847PI,Toyota,Tundra,2015,70373,26397.8"
"03191901ZYOY,52800,1,43543,43546,SUV,179939SU,Ford,Explorer,2017,36446,31749.3"
"03191903CSIU,52971,3,43543,43545,Sedan,377374SE,Volkswagen,Passat,2018,27672,14160.3"
"03191903DTEP,52658,3,43543,43544,Sedan,376512SE,Chevrolet,Malibu,2019,40182,17160"
"03191903EKMX,52857,3,43543,43545,Sedan,383626SE,Buick,Verano,2018,27171,17594.5"
"03191903ERLH,52495,3,43543,43543,Sedan,381931SE,Cadillac,CTS,2019,15755,38802.5"
"03191903HHCN,52995,3,43543,43546,Sedan,382311SE,Toyota,Corolla,2017,67296,13198.9"
"03191903IIKY,52682,3,43543,43546,SUV,378189SU,Jeep,Cherokee,2017,49905,16150.2"
"03191903NSJE,52658,3,43543,43543,Sedan,379247SE,Toyota,Camry,2017,23789,17915.7"
"03191904AJTG,52366,4,43543,43545,Sedan,480174SE,Mercedes-Benz,C-Class,2017,25954,37290"
"03191904JLLI,52959,4,43543,43548,SUV,484203SU,Jeep,Compass,2018,44682,13194.5"
"03191904OSBS,52366,4,43543,43548,SUV,478696SU,Subaru,Outback,2015,64819,18660.4"
"03191904UCDS,52580,4,43543,43546,SUV,483536SU,Mazda,CX-5,2016,64051,21994.5"
"03191904WHRL,52930,4,43543,43545,Sedan,476009SE,Honda,Accord,2016,19614,20348.9"
"03201901DPEK,52443,1,43544,43545,SUV,179212SU,Buick,Encore,2017,37107,19794.5"
"03201901FLJC,52558,1,43544,43548,Sedan,181461SE,Volkswagen,Jetta,2017,47073,13850.1"
"03201901MGZZ,52636,1,43544,43545,Sedan,180781SE,Hyundai,Sonata,2016,49143,15950"
"03201901TCII,52669,1,43544,43545,Sedan,179906SE,Chevrolet,Cruze,2018,13280,18614.2"
"03201901VQJM,52443,1,43544,43549,SUV,178288SU,Lexus,RX,2017,12170,42889"
"03201902DJAK,52647,2,43544,43548,Sedan,277467SE,Mercedes-Benz,C-Class,2017,36498,32436.8"
"03201902ITML,52519,2,43544,43548,Sedan,279575SE,Mazda,Mazda3,2016,35206,16705.7"
"03201902IZBE,52898,2,43544,43546,SUV,278412SU,Jeep,Wrangler,2016,56651,25294.5"
"03201902MMHV,52372,2,43544,43546,SUV,280629SU,Chevrolet,Traverse,2017,47440,19812.1"
"03201902RXQQ,52663,2,43544,43549,SUV,283169SU,Hyundai,Santa Fe,2020,475,28594.5"
"03201903OREI,52971,3,43544,43548,Sedan,382270SE,Chevrolet,Cruze,2019,14996,16496.7"
"03201903QBZI,52995,3,43544,43545,Pickup,381132PI,Chevrolet,Silverado,2013,131641,14298.9"
"03201903RCJB,52682,3,43544,43545,Sedan,377076SE,Toyota,Camry,2016,35135,16390"
"03201903RGHX,52995,3,43544,43547,Sedan,378735SE,Chrysler,200,2019,5758,18108.2"
"03201903UUJN,52971,3,43544,43546,Sedan,383198SE,Chevrolet,Cruze,2019,40967,15394.5"
"03201903VFJP,52471,3,43544,43545,Sedan,381983SE,BMW,5-Series,2013,52913,24750"
"03201904KONI,52585,4,43544,43549,Sedan,480752SE,Toyota,Corolla,2017,53543,15385.7"
"03201904QJBJ,52596,4,43544,43548,Sedan,481816SE,Hyundai,Sonata,2019,37455,14850"
"03201904TTED,52417,4,43544,43546,Pickup,477179PI,Toyota,Tundra,2016,45270,32990.1"
"03201904UIDV,52747,4,43544,43545,SUV,479979SU,Dodge,Durango,2019,6541,45650"
"03201904XWYK,52930,4,43544,43549,Sedan,483137SE,Nissan,Sentra,2017,24163,14686.1"
"03211901DZBH,52693,1,43545,43547,SUV,179136SU,Jeep,Cherokee,2016,71783,18694.5"
"03211901FIIY,52608,1,43545,43547,Pickup,183177PI,Ram,1500,2019,3263,47294.5"
"03211901MPBY,52877,1,43545,43545,SUV,184504SU,Chevrolet,Tahoe,2017,36397,54994.5"
"03211901OLSY,52620,1,43545,43546,Sedan,182592SE,Honda,Civic,2019,6835,23096.7"
"03211901PYBP,52877,1,43545,43545,Sedan,178777SE,Ford,Fusion,2016,23613,17044.5"
"03211901SHIH,52532,1,43545,43545,Coupe,182992CO,MINI,Cooper,2015,55706,15398.9"
"03211902CCOP,52413,2,43545,43548,Sedan,276115SE,BMW,3 Series,2017,46168,20790"
"03211902ENJI,52464,2,43545,43545,Sedan,275889SE,Kia,Sorento,2019,10529,26378"
"03211902KFEH,52702,2,43545,43549,Minivan,284684MI,Dodge,Grand Caravan,2019,8918,25850"
"03211902KPJW,52413,2,43545,43549,SUV,275244SU,Land Rover,Range Rover,2015,39458,24090"
"03211902LEMI,52756,2,43545,43545,Sedan,280840SE,Kia,Sorento,2019,16332,22770"
"03211902OTKK,52372,2,43545,43545,SUV,280098SU,Jeep,Wrangler,2018,14607,43862.5"
"03211902PZIB,52756,2,43545,43548,SUV,280043SU,Ford,Explorer,2017,139281,21120"
"03211902RZPB,52756,2,43545,43547,Pickup,284302PI,Ford,F-150,2017,19811,32884.5"
"03211902TMQW,52898,2,43545,43545,Sedan,283566SE,Nissan,Altima,2018,52220,12760"
"03211902XSJP,52372,2,43545,43546,SUV,276910SU,GMC,Yukon,2017,42245,53894.5"
"03211903BMLU,52806,3,43545,43547,Pickup,376500PI,Ford,F-150,2014,39421,48290"
"03211903IQZC,52577,3,43545,43545,Minivan,383913MI,Chrysler,Town & Country,2016,33564,22959.2"
"03211903LYGO,52682,3,43545,43550,SUV,384346SU,Chevrolet,Equinox,2016,14271,25877.5"
"03211903PQBM,52697,3,43545,43545,Sedan,378286SE,Mazda,Mazda3,2018,14532,20898.9"
"03211903RZLA,52777,3,43545,43548,SUV,383471SU,Chevrolet,Equinox,2013,60834,13090"
"03211903SEYA,52495,3,43545,43547,Minivan,383034MI,Dodge,Grand Caravan,2018,39226,20889"
"03211903ZALO,52658,3,43545,43549,Pickup,384402PI,Ford,F-150,2016,31899,36119.6"
"03211904QPSG,52959,4,43545,43549,Sedan,479303SE,Volkswagen,Jetta,2018,31810,15928"
"03211904SVTJ,52666,4,43545,43550,SUV,478901SU,GMC,Terrain,2014,62929,15863.1"
"03211904VKRT,52366,4,43545,43549,SUV,475490SU,Honda,CR-V,2016,33886,20836.2"
"03211904WNLX,52930,4,43545,43545,Pickup,480691PI,Toyota,Tacoma,2013,94702,20893.4"
"03221901CBBV,52566,1,43546,43550,Pickup,182625PI,Chevrolet,Silverado,2017,19958,28484.5"
"03221901DDYB,52860,1,43546,43551,Pickup,183060PI,GMC,Sierra,2017,24434,44894.3"
"03221901KTJL,52586,1,43546,43548,SUV,181823SU,Hyundai,Tuscon,2015,54988,14300"
"03221901RTAY,52877,1,43546,43547,Sedan,179877SE,Honda,Accord,2015,73720,15386.8"
"03221903HADV,52798,3,43546,43550,SUV,375140SU,INFINITI,QX80,2019,15374,60493.4"
"03221903PZWP,52697,3,43546,43548,Pickup,381152PI,Chevrolet,Silverado,2017,33514,30250"
"03221903RLGP,52682,3,43546,43548,Sedan,379191SE,Kia,Forte,2017,64495,12647.8"
"03221903VJCF,52471,3,43546,43550,Pickup,382123PI,Chevrolet,Silverado,2019,7639,37394.5"
"03221903ZHWC,52577,3,43546,43549,Sedan,384055SE,Kia,Sorento,2019,27803,23870"
"03221904MXLU,52666,4,43546,43551,Sedan,478549SE,Mercedes-Benz,C-Class,2019,4070,54998.9"
"03221904UFKZ,52666,4,43546,43549,SUV,484285SU,Nissan,Armada,2014,96000,19794.5"
"03221904VWVR,52596,4,43546,43546,Sedan,479404SE,Honda,Civic,2014,60153,10538"
"03231901IWXS,52586,1,43547,43549,SUV,178427SU,Toyota,RAV4,2018,20044,31898.9"
"03231901MLUM,52636,1,43547,43552,SUV,184878SU,Kia,Soul,2015,79357,10780"
"03231901TKZF,52877,1,43547,43550,Sedan,182583SE,Lexus,IS,2018,15348,40227"
"03231901YGQN,52693,1,43547,43551,Sedan,179946SE,Ford,Focus,2014,70995,7575.7"
"03231902KOAJ,52756,2,43547,43547,Sedan,281769SE,Nissan,Altima,2019,30783,18370"
"03231902MSGC,52663,2,43547,43549,SUV,281305SU,Toyota,Highlander,2015,54397,31534.8"
"03231902PBEX,52413,2,43547,43548,Pickup,281445PI,GMC,Sierra,2016,22523,32876.8"
"03231902RZZJ,52519,2,43547,43552,SUV,276928SU,Chevrolet,Suburban,2018,19287,52683.4"
"03231902WJGE,52702,2,43547,43549,Pickup,276620PI,Toyota,Tundra,2017,22423,35193.4"
"03231902ZSHK,52756,2,43547,43548,Sedan,280878SE,BMW,5-Series,2016,29841,34094.5"
"03231903DEWT,52857,3,43547,43548,Sedan,380374SE,Ford,C-Max,2016,35308,14286.8"
"03231903FJUI,52777,3,43547,43550,Sedan,377724SE,Buick,LaCrosse,2016,29845,21791"
"03231903JHAK,52471,3,43547,43549,Pickup,376078PI,Ford,F-150,2015,43495,27489"
"03231903MHIA,52798,3,43547,43549,SUV,384191SU,Ford,Edge,2015,64537,17586.8"
"03231903SRKN,52798,3,43547,43548,SUV,376065SU,Jeep,Renegade,2018,3847,23428.9"
"03231903VSXB,52995,3,43547,43547,Sedan,381525SE,Volkswagen,Jetta,2017,19213,14297.8"
"03231904CTYR,52596,4,43547,43551,Sedan,476262SE,Toyota,Corolla,2016,43332,16060"
"03231904EOTX,52747,4,43547,43551,SUV,480505SU,GMC,Terrain,2017,33450,25658.6"
"03231904KKNN,52366,4,43547,43549,SUV,484331SU,Ford,Explorer,2018,39745,27962"
"03231904OXWY,52959,4,43547,43550,Sedan,481264SE,Kia,Optima,2019,17912,19580"
"03231904WNAA,52943,4,43547,43548,Sedan,477755SE,Hyundai,Accent,2018,45731,12086.8"
"03231904XHRO,52585,4,43547,43550,SUV,476209SU,INFINITI,Q50R,2018,31703,25850"
"03231904ZBGG,52366,4,43547,43549,Sedan,477276SE,Volkswagen,Jetta,2017,35397,14135"
"03231904ZBQN,52959,4,43547,43549,SUV,477973SU,GMC,Terrain,2015,79672,18917.8"
"03231904ZMLR,52596,4,43547,43550,SUV,476392SU,Dodge,Journey,2017,38291,16498.9"
"03231904ZSJM,52951,4,43547,43550,Pickup,479105PI,GMC,Sierra,2015,63590,29144.5"
"03241901BRPE,52800,1,43548,43549,Sedan,184476SE,Volkswagen,Passat,2018,35585,17270"
"03241901FCSX,52669,1,43548,43548,Sedan,182712SE,Ford,Focus,2015,29685,11275"
"03241901HLDM,52586,1,43548,43548,Sedan,176206SE,Chevrolet,Cruze,2018,40141,14298.9"
"03241901PZDK,52693,1,43548,43550,Sedan,182352SE,Volkswagen,Jetta,2014,113744,16940"
"03241901QMJX,52620,1,43548,43553,SUV,180249SU,BMW,X5,2016,46463,51689"
"03241901VRGE,52656,1,43548,43548,SUV,177199SU,Subaru,Forester,2015,69365,18694.5"
"03241902IQHP,52647,2,43548,43553,Pickup,281659PI,Ford,F-250,2015,45182,51283.1"
"03241902JFDZ,52702,2,43548,43552,Sedan,275883SE,Toyota,Avalon,2015,59368,19688.9"
"03241902VNWD,52702,2,43548,43551,Pickup,281611PI,Toyota,Tundra,2016,72073,38929"
"03241902XSAG,52756,2,43548,43551,Pickup,283651PI,Ram,3500,2016,56463,53886.8"
"03241903LLMU,52879,3,43548,43550,Sedan,381027SE,Chevrolet,Malibu,2019,27187,18590"
"03241903NKTO,52658,3,43548,43551,Pickup,376690PI,Chevrolet,Silverado,2017,20700,35750"
"03241903OWLD,52577,3,43548,43549,SUV,376051SU,Cadillac,SRX,2018,21228,34083.5"
"03241903OXUS,52471,3,43548,43548,SUV,384082SU,Nissan,Rouge,2016,33840,20006.8"
"03241903SMVY,52577,3,43548,43552,SUV,381995SU,Chevrolet,Traverse,2019,19650,29590"
"03241904CJIM,52943,4,43548,43553,Sedan,475014SE,Acura,TLX,2017,28914,27276.7"
"03241904GRVP,52585,4,43548,43552,Pickup,483049PI,Ford,F-150,2017,47539,39594.5"
"03241904HQUD,52943,4,43548,43549,SUV,482161SU,Jeep,Wrangler,2018,12099,35194.5"
"03241904OOJK,52666,4,43548,43549,Sedan,483481SE,Chrysler,200,2017,48962,13590.5"
"03241904WCCC,52959,4,43548,43551,SUV,480780SU,Chevrolet,Tahoe,2019,23312,46872.1"
"03241904XRFI,52417,4,43548,43548,SUV,477141SU,INFINITI,QX70,2018,32740,32879"
"03251901BWTZ,52669,1,43549,43553,SUV,177155SU,Jeep,Renegade,2019,14666,23608.2"
"03251901HWUN,52568,1,43549,43554,Minivan,180434MI,Toyota,Sienna,2015,49678,25207.6"
"03251901JAXN,52693,1,43549,43550,Sedan,177774SE,Nissan,Altima,2019,4075,18696.7"
"03251901XMBM,52656,1,43549,43553,SUV,181893SU,Mazda,CX-5,2015,68250,14844.5"
"03251901ZHIW,52566,1,43549,43554,Sedan,182978SE,Chevrolet,Sonic,2017,12752,16409.8"
"03251901ZKGU,52693,1,43549,43554,Pickup,176668PI,Ram,3500,2017,7,30800"
"03251902DQGD,52898,2,43549,43551,Coupe,282864CO,Chevrolet,Corvette,2017,10653,60500"
"03251902GYOZ,52898,2,43549,43552,Pickup,279313PI,Ford,F-150,2013,107840,25289"
"03251902LLVQ,52705,2,43549,43552,Sedan,280720SE,Toyota,Camry,2016,36014,18590"
"03251902TOAI,52705,2,43549,43552,SUV,283045SU,Chevrolet,Equinox,2017,33598,20350"
"03251902ZUIL,52372,2,43549,43550,Minivan,283073MI,Chrysler,Town & Country,2018,43757,19690"
"03251902ZUTK,52702,2,43549,43553,Pickup,284343PI,GMC,Sierra,2017,47646,61598.9"
"03251903ALSR,52471,3,43549,43549,SUV,375423SU,Buick,Enclave,2015,91308,22543.4"
"03251903CQMN,52806,3,43549,43550,Sedan,378408SE,Hyundai,Elantra,2019,37649,13530"
"03251903ILHZ,52682,3,43549,43553,SUV,378594SU,Subaru,Outback,2017,107235,18686.8"
"03251903MKIN,52697,3,43549,43553,Pickup,375678PI,GMC,Sierra,2016,25581,36294.5"
"03251903MSYS,52495,3,43549,43551,SUV,379986SU,GMC,Acadia,2013,31572,16390"
"03251903NACZ,52697,3,43549,43554,Sedan,380825SE,Kia,Sorento,2019,13682,27472.5"
"03251903TEAT,52857,3,43549,43554,Sedan,384510SE,Toyota,Camry,2019,19997,19800"
"03251903TIEG,52971,3,43549,43553,SUV,380739SU,Jeep,Wrangler,2016,57037,37394.5"
"03251903XOBJ,52697,3,43549,43549,Coupe,377775CO,Nissan,370Z,2016,59019,23081.3"
"03251903YKEE,52995,3,43549,43554,Pickup,378724PI,Ford,F-150,2015,49967,44895.4"
"03251903YMEX,52995,3,43549,43552,SUV,382592SU,Jeep,Renegade,2019,14444,24695"
"03251904AXMK,52366,4,43549,43551,SUV,476192SU,Toyota,Highlander,2016,27603,34710.5"
"03251904GCAO,52747,4,43549,43553,Sedan,481554SE,Kia,Forte,2014,141000,4394.5"
"03251904KCWT,52959,4,43549,43550,Sedan,477450SE,Kia,Optima,2015,67726,12650"
"03251904OPHQ,52747,4,43549,43549,SUV,478643SU,GMC,Yukon,2017,36858,58135"
"03251904SKPL,52959,4,43549,43551,SUV,481387SU,Chevrolet,Equinox,2018,18844,21780"
"03261901BWHP,52586,1,43550,43555,Sedan,179959SE,Ford,Fusion,2014,146731,6594.5"
"03261901BWXI,52566,1,43550,43551,Pickup,178535PI,GMC,Sierra,2018,13215,23130.8"
"03261901FBOO,52860,1,43550,43555,Sedan,180924SE,Hyundai,Elantra,2018,53258,12185.8"
"03261901HFWG,52608,1,43550,43553,Sedan,181779SE,Ford,Fusion,2013,109880,8129"
"03261901STNK,52877,1,43550,43550,Sedan,184434SE,Honda,Accord,2017,7295,17044.5"
"03261901XVLD,52620,1,43550,43552,SUV,177553SU,Subaru,Outback,2017,56409,26692.6"
"03261901YRLX,52566,1,43550,43550,Sedan,177992SE,Volkswagen,Jetta,2016,33588,14215.3"
"03261902DXDR,52613,2,43550,43555,SUV,284101SU,Jeep,Compass,2019,21521,16490.1"
"03261902MODF,52705,2,43550,43554,Pickup,277474PI,Ford,F-150,2017,15668,54945"
"03261902MPOF,52663,2,43550,43554,SUV,275933SU,Ford,Explorer,2017,31713,28586.8"
"03261903BGOA,52995,3,43550,43555,Minivan,381509MI,Chrysler,Town & Country,2017,29740,26400"
"03261903EOXP,52798,3,43550,43551,Sedan,377300SE,Lexus,ES,2017,27504,28598.9"
"03261903IHSQ,52971,3,43550,43552,SUV,381363SU,Porsche,Cayenne,2016,23420,53776.8"
"03261903RPUK,52495,3,43550,43554,Sedan,381266SE,Chevrolet,Cruze,2017,41433,17598.9"
"03261903SIBR,52697,3,43550,43555,Sedan,383243SE,Chevrolet,Malibu,2018,10398,18628.5"
"03261903ZTHI,52879,3,43550,43552,Pickup,379601PI,Ram,2500,2018,19713,52798.9"
"03261904DRFH,52943,4,43550,43555,SUV,476913SU,GMC,Terrain,2017,26286,18686.8"
"03261904KIOT,52959,4,43550,43554,SUV,476695SU,Honda,CR-V,2018,3988,28490"
"03261904KQVC,52366,4,43550,43553,SUV,476839SU,Buick,Encore,2015,74005,17545"
"03261904KZGF,52585,4,43550,43550,SUV,480349SU,GMC,Terrain,2019,12444,29686.8"
"03261904SAVB,52666,4,43550,43551,SUV,475963SU,Kia,Soul,2016,53631,15390.1"
"03261904XYVQ,52959,4,43550,43552,Pickup,477030PI,Ram,1500,2017,24896,30798.9"
"03271901BJVK,52568,1,43551,43554,SUV,182568SU,Jeep,Cherokee,2017,32830,24185.7"
"03271901COIF,52877,1,43551,43553,Sedan,184356SE,Hyundai,Elantra,2017,54908,12684.1"
"03271901DEGV,52877,1,43551,43551,Pickup,180346PI,GMC,Sierra,2014,64752,23302.4"
"03271901GGSP,52620,1,43551,43554,SUV,181969SU,Nissan,Rouge,2017,34240,23614.8"
"03271901GGYW,52636,1,43551,43552,SUV,180469SU,Honda,Pilot,2017,55326,28594.5"
"03271901JXWG,52693,1,43551,43554,Minivan,182626MI,Dodge,Grand Caravan,2019,35648,20460"
"03271901LYCM,52800,1,43551,43556,Sedan,176009SE,Honda,Civic,2016,49043,14850"
"03271901MBCJ,52877,1,43551,43555,Sedan,180274SE,Honda,Civic,2016,10509,16501.1"
"03271901OWIC,52558,1,43551,43556,SUV,180428SU,Subaru,Forester,2018,35066,27325.1"
"03271901YZDD,52568,1,43551,43555,Sedan,176102SE,Cadillac,CTS,2015,79524,14076.7"
"03271902CGWQ,52481,2,43551,43556,SUV,282353SU,Jeep,Renegade,2017,38882,18694.5"
"03271902EFRR,52663,2,43551,43552,Sedan,275965SE,Kia,Sorento,2016,36281,19363.3"
"03271902JUME,52372,2,43551,43552,SUV,276098SU,Ford,Escape,2013,91823,10972.5"
"03271902JWDA,52663,2,43551,43555,Sedan,283967SE,BMW,3 Series,2016,33836,27490.1"
"03271902RVAA,52705,2,43551,43554,SUV,283109SU,Lexus,RX,2016,17118,34969"
"03271902ZJHR,52519,2,43551,43552,SUV,278782SU,Jeep,Cherokee,2019,22183,21585.3"
"03271903CJIY,52471,3,43551,43551,SUV,382405SU,Land Rover,Range Rover,2016,43823,34093.4"
"03271903DGQL,52798,3,43551,43555,Sedan,379367SE,Toyota,Camry,2018,24995,18096.1"
"03271903DKZU,52857,3,43551,43555,Pickup,382665PI,Toyota,Tacoma,2014,76336,25286.8"
"03271903EMDI,52495,3,43551,43553,SUV,376449SU,Chevrolet,Equinox,2015,26680,17572.5"
"03271903NHBA,52806,3,43551,43552,Sedan,375527SE,Mercedes-Benz,E-Class,2017,23895,41677.9"
"03271903YNYB,52495,3,43551,43554,Sedan,384899SE,Lexus,GS,2017,20811,43336.7"
"03271904BLFV,52580,4,43551,43556,Pickup,477305PI,Ram,1500,2019,11035,29690.1"
"03271904NZXC,52366,4,43551,43553,SUV,475026SU,Hyundai,Santa Fe,2017,35000,32985.7"
"03271904PISY,52666,4,43551,43551,SUV,475985SU,Buick,Enclave,2016,36885,29344.7"
"03271904PRIF,52943,4,43551,43555,Pickup,480843PI,GMC,Sierra,2019,2444,36267"
"03271904VKUY,52951,4,43551,43556,Sedan,482415SE,Hyundai,Elantra,2016,23503,13198.9"
"03281901BQWK,52656,1,43552,43554,SUV,181090SU,Buick,Enclave,2013,59790,17340.4"
"03281901NSGP,52860,1,43552,43556,SUV,183183SU,Toyota,RAV4,2014,54256,20894.5"
"03281901OCJH,52636,1,43552,43556,SUV,183057SU,Cadillac,SRX,2015,69149,21772.3"
"03281901ZAUL,52532,1,43552,43557,Sedan,176210SE,Ford,Fusion,2016,36362,18696.7"
"03281902EJDF,52898,2,43552,43554,SUV,281897SU,Toyota,Highlander,2018,49258,39490"
"03281902MYTQ,52613,2,43552,43554,SUV,283277SU,Toyota,RAV4,2017,57062,20900"
"03281902NYRZ,52413,2,43552,43555,Pickup,280214PI,Ford,F-150,2018,34948,42878"
"03281902ROAK,52663,2,43552,43557,SUV,276372SU,Ford,Explorer,2018,45297,34074.7"
"03281902TNZM,52647,2,43552,43552,Minivan,277836MI,Chrysler,Pacifica,2019,4464,35190.1"
"03281902UTQF,52663,2,43552,43554,Sedan,284946SE,Ford,Focus,2016,19955,14285.7"
"03281903CNPV,52995,3,43552,43557,SUV,375102SU,Kia,Soul,2018,4675,16498.9"
"03281903JILD,52971,3,43552,43554,Sedan,380225SE,Chevrolet,Cruze,2016,28249,12634.6"
"03281903KZUP,52471,3,43552,43557,Sedan,384215SE,Mercedes-Benz,C-Class,2017,26448,35635.6"
"03281903QPZH,52857,3,43552,43556,Pickup,377064PI,Nissan,Titan,2016,37010,25839"
"03281904EBAM,52930,4,43552,43557,SUV,476479SU,Volkswagen,Tiguan,2016,31101,21998.9"
"03281904LEXC,52585,4,43552,43553,SUV,477162SU,Chevrolet,Tahoe,2019,21112,51686.8"
"03281904LTZL,52366,4,43552,43552,SUV,477733SU,Mitsubishi,Outlander,2018,41525,21433.5"
"03281904PBEN,52959,4,43552,43553,SUV,484912SU,Ford,Escape,2015,82195,13744.5"
"03281904ZIBP,52585,4,43552,43554,SUV,478900SU,Dodge,Journey,2014,98202,10890"
"03281904ZPLV,52580,4,43552,43557,Sedan,481576SE,BMW,5-Series,2018,15742,46031.7"
"03291901BRXZ,52877,1,43553,43555,SUV,177239SU,Ford,Escape,2016,50513,17594.5"
"03291901IKIU,52800,1,43553,43555,Sedan,183825SE,Hyundai,Elantra,2017,24049,14294.5"
"03291901NEVY,52558,1,43553,43557,SUV,179128SU,Jeep,Wrangler,2016,75200,23650"
"03291901TUAQ,52566,1,43553,43557,SUV,184796SU,Jeep,Renegade,2018,38986,19687.8"
"03291901ZUDH,52558,1,43553,43555,Pickup,177392PI,Chevrolet,Silverado,2015,89512,21964.8"
"03291902BNAJ,52613,2,43553,43555,Sedan,275787SE,Nissan,Altima,2017,35065,17589"
"03291902CCJX,52372,2,43553,43557,Coupe,284199CO,Dodge,Challenger,2016,14805,19981.5"
